HCPCSCode,ShortDescriptor,StatusIndicator,PaymentRate,Changed?,Source
"27033","Exploration of hip joint","J1",6397.05,false,"2022-07"
"27035","Denervation of hip joint","J1",2892.28,false,"2022-07"
"27036","Excision of hip joint/muscle","C",,false,"2022-07"
"27040","Biopsy of soft tissues","J1",1436.99,false,"2022-07"
"27041","Biopsy of soft tissues","J1",1436.99,false,"2022-07"
"27043","Exc hip pelvis les sc 3 cm/>","J1",2421.55,false,"2022-07"
"27045","Exc hip/pelv tum deep 5 cm/>","J1",2421.55,false,"2022-07"
"27047","Exc hip/pelvis les sc < 3 cm","J1",2421.55,false,"2022-07"
"27048","Exc hip/pelv tum deep < 5 cm","J1",2421.55,false,"2022-07"
"27049","Resect hip/pelv tum < 5 cm","J1",2421.55,false,"2022-07"
"27050","Biopsy of sacroiliac joint","J1",1422.51,false,"2022-07"
"27052","Biopsy of hip joint","J1",1422.51,false,"2022-07"
"27054","Removal of hip joint lining","C",,false,"2022-07"
"27057","Buttock fasciotomy w/dbrdmt","J1",1422.51,false,"2022-07"
"27059","Resect hip/pelv tum 5 cm/>","J1",2421.55,false,"2022-07"
"27060","Removal of ischial bursa","J1",6397.05,false,"2022-07"
"27062","Remove femur lesion/bursa","J1",2892.28,false,"2022-07"
"27065","Remove hip bone les super","J1",6397.05,false,"2022-07"
"27066","Remove hip bone les deep","J1",2892.28,false,"2022-07"
"27067","Remove/graft hip bone lesion","J1",6397.05,false,"2022-07"
"27070","Part remove hip bone super","C",,false,"2022-07"
"27071","Part removal hip bone deep","C",,false,"2022-07"
"27075","Resect hip tumor","C",,false,"2022-07"
"27076","Resect hip tum incl acetabul","C",,false,"2022-07"
"27077","Resect hip tum w/innom bone","C",,false,"2022-07"
"27078","Rsect hip tum incl femur","C",,false,"2022-07"
"27080","Removal of tail bone","J1",2892.28,false,"2022-07"
"27086","Remove hip foreign body","J1",2421.55,false,"2022-07"
"27087","Remove hip foreign body","J1",2892.28,false,"2022-07"
"27090","Removal of hip prosthesis","C",,false,"2022-07"
"27091","Removal of hip prosthesis","C",,false,"2022-07"
"27093","Injection for hip x-ray","N",,false,"2022-07"
"27095","Injection for hip x-ray","N",,false,"2022-07"
"27096","Inject sacroiliac joint","B",,false,"2022-07"
"27097","Revision of hip tendon","J1",2892.28,false,"2022-07"
"27098","Transfer tendon to pelvis","J1",2892.28,false,"2022-07"
"27100","Transfer of abdominal muscle","J1",6397.05,false,"2022-07"
"27105","Transfer of spinal muscle","J1",2892.28,false,"2022-07"
"27110","Transfer of iliopsoas muscle","J1",6397.05,false,"2022-07"
"27111","Transfer of iliopsoas muscle","J1",2892.28,false,"2022-07"
"27120","Reconstruction of hip socket","C",,false,"2022-07"
"27122","Reconstruction of hip socket","C",,false,"2022-07"
"27125","Partial hip replacement","C",,false,"2022-07"
"27130","Total hip arthroplasty","J1",12593.29,false,"2022-07"
"27132","Total hip arthroplasty","C",,false,"2022-07"
"27134","Revise hip joint replacement","C",,false,"2022-07"
"27137","Revise hip joint replacement","C",,false,"2022-07"
"27138","Revise hip joint replacement","C",,false,"2022-07"
"27140","Transplant femur ridge","C",,false,"2022-07"
"27146","Incision of hip bone","C",,false,"2022-07"
"27147","Revision of hip bone","C",,false,"2022-07"
"27151","Incision of hip bones","C",,false,"2022-07"
"27156","Revision of hip bones","C",,false,"2022-07"
"27158","Revision of pelvis","C",,false,"2022-07"
"27161","Incision of neck of femur","C",,false,"2022-07"
"27165","Incision/fixation of femur","C",,false,"2022-07"
"27170","Repair/graft femur head/neck","C",,false,"2022-07"
"27175","Treat slipped epiphysis","C",,false,"2022-07"
"27176","Treat slipped epiphysis","C",,false,"2022-07"
"27177","Treat slipped epiphysis","C",,false,"2022-07"
"27178","Treat slipped epiphysis","C",,false,"2022-07"
"27179","Revise head/neck of femur","J1",6397.05,false,"2022-07"
"27181","Treat slipped epiphysis","C",,false,"2022-07"
"27185","Revision of femur epiphysis","C",,false,"2022-07"
"27187","Reinforce hip bones","C",,false,"2022-07"
"27197","Clsd tx pelvic ring fx","T",210.5,false,"2022-07"
"27198","Clsd tx pelvic ring fx","T",210.5,false,"2022-07"
"27200","Treat tail bone fracture","T",210.5,false,"2022-07"
"27202","Treat tail bone fracture","J1",2892.28,false,"2022-07"
"27215","Treat pelvic fracture(s)","E1",,false,"2022-07"
"27216","Treat pelvic ring fracture","E1",,false,"2022-07"
"27217","Treat pelvic ring fracture","E1",,false,"2022-07"
"27218","Treat pelvic ring fracture","E1",,false,"2022-07"
"27220","Treat hip socket fracture","T",210.5,false,"2022-07"
"27222","Treat hip socket fracture","C",,false,"2022-07"
"27226","Treat hip wall fracture","C",,false,"2022-07"
"27227","Treat hip fracture(s)","C",,false,"2022-07"
"27228","Treat hip fracture(s)","C",,false,"2022-07"
"27230","Treat thigh fracture","T",210.5,false,"2022-07"
"27232","Treat thigh fracture","C",,false,"2022-07"
"27235","Treat thigh fracture","J1",6397.05,false,"2022-07"
"27236","Treat thigh fracture","C",,false,"2022-07"
"27238","Treat thigh fracture","J1",1422.51,false,"2022-07"
"27240","Treat thigh fracture","C",,false,"2022-07"
"27244","Treat thigh fracture","C",,false,"2022-07"
"27245","Treat thigh fracture","C",,false,"2022-07"
"27246","Treat thigh fracture","T",210.5,false,"2022-07"
"27248","Treat thigh fracture","C",,false,"2022-07"
"27250","Treat hip dislocation","T",210.5,false,"2022-07"
"27252","Treat hip dislocation","J1",1422.51,false,"2022-07"
"27253","Treat hip dislocation","C",,false,"2022-07"
"27254","Treat hip dislocation","C",,false,"2022-07"
"27256","Treat hip dislocation","T",210.5,false,"2022-07"
"27257","Treat hip dislocation","J1",1422.51,false,"2022-07"
"27258","Treat hip dislocation","C",,false,"2022-07"
"27259","Treat hip dislocation","C",,false,"2022-07"
"27265","Treat hip dislocation","T",210.5,false,"2022-07"
"27266","Treat hip dislocation","J1",1422.51,false,"2022-07"
"27267","Cltx thigh fx","J1",2892.28,false,"2022-07"
"27268","Cltx thigh fx w/mnpj","C",,false,"2022-07"
"27269","Optx thigh fx","C",,false,"2022-07"
"27275","Manipulation of hip joint","J1",1422.51,false,"2022-07"
"27279","Arthrodesis sacroiliac joint","J1",16513.36,false,"2022-07"
"27280","Fusion of sacroiliac joint","C",,false,"2022-07"
"27282","Fusion of pubic bones","C",,false,"2022-07"
"27284","Fusion of hip joint","C",,false,"2022-07"
"27286","Fusion of hip joint","C",,false,"2022-07"
"27290","Amputation of leg at hip","C",,false,"2022-07"
"27295","Amputation of leg at hip","C",,false,"2022-07"
"27299","Pelvis/hip joint surgery","T",210.5,false,"2022-07"
"27301","Drain thigh/knee lesion","J1",2421.55,false,"2022-07"
"27303","Drainage of bone lesion","C",,false,"2022-07"
"27305","Incise thigh tendon & fascia","J1",2892.28,false,"2022-07"
"27306","Incision of thigh tendon","J1",2892.28,false,"2022-07"
"27307","Incision of thigh tendons","J1",2892.28,false,"2022-07"
"27310","Exploration of knee joint","J1",2892.28,false,"2022-07"
"27323","Biopsy thigh soft tissues","J1",1436.99,false,"2022-07"
"27324","Biopsy thigh soft tissues","J1",2421.55,false,"2022-07"
"27325","Neurectomy hamstring","J1",1793.31,false,"2022-07"
"27326","Neurectomy popliteal","J1",1793.31,false,"2022-07"
"27327","Exc thigh/knee les sc < 3 cm","J1",1436.99,false,"2022-07"
"27328","Exc thigh/knee tum deep <5cm","J1",2421.55,false,"2022-07"
"27329","Resect thigh/knee tum < 5 cm","J1",2421.55,false,"2022-07"
"27330","Biopsy knee joint lining","J1",2892.28,false,"2022-07"
"27331","Explore/treat knee joint","J1",2892.28,false,"2022-07"
"27332","Removal of knee cartilage","J1",2892.28,false,"2022-07"
"27333","Removal of knee cartilage","J1",2892.28,false,"2022-07"
"27334","Remove knee joint lining","J1",2892.28,false,"2022-07"
"27335","Remove knee joint lining","J1",6397.05,false,"2022-07"
"27337","Exc thigh/knee les sc 3 cm/>","J1",2421.55,false,"2022-07"
"27339","Exc thigh/knee tum dep 5cm/>","J1",2421.55,false,"2022-07"
"27340","Removal of kneecap bursa","J1",2892.28,false,"2022-07"
"27345","Removal of knee cyst","J1",2892.28,false,"2022-07"
"27347","Remove knee cyst","J1",2892.28,false,"2022-07"
"27350","Removal of kneecap","J1",6397.05,false,"2022-07"
"27355","Remove femur lesion","J1",2892.28,false,"2022-07"
"27356","Remove femur lesion/graft","J1",12593.29,false,"2022-07"
"27357","Remove femur lesion/graft","J1",6397.05,false,"2022-07"
"27358","Remove femur lesion/fixation","N",,false,"2022-07"
"27360","Partial removal leg bone(s)","J1",2892.28,false,"2022-07"
"27364","Resect thigh/knee tum 5 cm/>","J1",2421.55,false,"2022-07"
"27365","Resect femur/knee tumor","C",,false,"2022-07"
"27369","Njx cntrst kne arthg/ct/mri","N",,false,"2022-07"
"27369.0","Njx cntrst kne arthg/ct/mri","N",,true,"2019"
"27372","Removal of foreign body","J1",2421.55,false,"2022-07"
"27380","Repair of kneecap tendon","J1",6397.05,false,"2022-07"
"27381","Repair/graft kneecap tendon","J1",6397.05,false,"2022-07"
"27385","Repair of thigh muscle","J1",6397.05,false,"2022-07"
"27386","Repair/graft of thigh muscle","J1",6397.05,false,"2022-07"
"27390","Incision of thigh tendon","J1",2892.28,false,"2022-07"
"27391","Incision of thigh tendons","J1",2892.28,false,"2022-07"
"27392","Incision of thigh tendons","J1",2892.28,false,"2022-07"
"27393","Lengthening of thigh tendon","J1",6397.05,false,"2022-07"
"27394","Lengthening of thigh tendons","J1",6397.05,false,"2022-07"
"27395","Lengthening of thigh tendons","J1",2892.28,false,"2022-07"
"27396","Transplant of thigh tendon","J1",6397.05,false,"2022-07"
"27397","Transplants of thigh tendons","J1",6397.05,false,"2022-07"
"27400","Revise thigh muscles/tendons","J1",6397.05,false,"2022-07"
"27403","Repair of knee cartilage","J1",6397.05,false,"2022-07"
"27405","Repair of knee ligament","J1",6397.05,false,"2022-07"
"27407","Repair of knee ligament","J1",6397.05,false,"2022-07"
"27409","Repair of knee ligaments","J1",6397.05,false,"2022-07"
"27412","Autochondrocyte implant knee","J1",6397.05,false,"2022-07"
"27415","Osteochondral knee allograft","J1",12593.29,false,"2022-07"
"27416","Osteochondral knee autograft","J1",6397.05,false,"2022-07"
"27418","Repair degenerated kneecap","J1",6397.05,false,"2022-07"
"27420","Revision of unstable kneecap","J1",6397.05,false,"2022-07"
"27422","Revision of unstable kneecap","J1",6397.05,false,"2022-07"
"27424","Revision/removal of kneecap","J1",6397.05,false,"2022-07"
"27425","Lat retinacular release open","J1",2892.28,false,"2022-07"
"27427","Reconstruction knee","J1",6397.05,false,"2022-07"
"27428","Reconstruction knee","J1",12593.29,false,"2022-07"
"27429","Reconstruction knee","J1",12593.29,false,"2022-07"
"27430","Revision of thigh muscles","J1",6397.05,false,"2022-07"
"27435","Incision of knee joint","J1",2892.28,false,"2022-07"
"27437","Revise kneecap","J1",6397.05,false,"2022-07"
"27438","Revise kneecap with implant","J1",12593.29,false,"2022-07"
"27440","Revision of knee joint","J1",12593.29,false,"2022-07"
"27441","Revision of knee joint","J1",12593.29,false,"2022-07"
"27442","Revision of knee joint","J1",12593.29,false,"2022-07"
"27443","Revision of knee joint","J1",12593.29,false,"2022-07"
"27445","Revision of knee joint","C",,false,"2022-07"
"27446","Revision of knee joint","J1",12593.29,false,"2022-07"
"27447","Total knee arthroplasty","J1",12593.29,false,"2022-07"
"27448","Incision of thigh","C",,false,"2022-07"
"27450","Incision of thigh","C",,false,"2022-07"
"27454","Realignment of thigh bone","C",,false,"2022-07"
"27455","Realignment of knee","C",,false,"2022-07"
"27457","Realignment of knee","C",,false,"2022-07"
"27465","Shortening of thigh bone","C",,false,"2022-07"
"27466","Lengthening of thigh bone","C",,false,"2022-07"
"27468","Shorten/lengthen thighs","C",,false,"2022-07"
"27470","Repair of thigh","C",,false,"2022-07"
"27472","Repair/graft of thigh","C",,false,"2022-07"
"27475","Surgery to stop leg growth","J1",6397.05,false,"2022-07"
"27477","Surgery to stop leg growth","J1",6397.05,false,"2022-07"
"27479","Surgery to stop leg growth","J1",6397.05,false,"2022-07"
"27485","Surgery to stop leg growth","J1",6397.05,false,"2022-07"
"27486","Revise/replace knee joint","C",,false,"2022-07"
"27487","Revise/replace knee joint","C",,false,"2022-07"
"27488","Removal of knee prosthesis","C",,false,"2022-07"
"27495","Reinforce thigh","C",,false,"2022-07"
"27496","Decompression of thigh/knee","J1",2892.28,false,"2022-07"
"27497","Decompression of thigh/knee","J1",2892.28,false,"2022-07"
"27498","Decompression of thigh/knee","J1",1422.51,false,"2022-07"
"27499","Decompression of thigh/knee","J1",6397.05,false,"2022-07"
"27500","Treatment of thigh fracture","T",210.5,false,"2022-07"
"27501","Treatment of thigh fracture","T",210.5,false,"2022-07"
"27502","Treatment of thigh fracture","J1",1422.51,false,"2022-07"
"27503","Treatment of thigh fracture","J1",1422.51,false,"2022-07"
"27506","Treatment of thigh fracture","C",,false,"2022-07"
"27507","Treatment of thigh fracture","C",,false,"2022-07"
"27508","Treatment of thigh fracture","T",210.5,false,"2022-07"
"27509","Treatment of thigh fracture","J1",6397.05,false,"2022-07"
"27510","Treatment of thigh fracture","J1",1422.51,false,"2022-07"
"27511","Treatment of thigh fracture","C",,false,"2022-07"
"27513","Treatment of thigh fracture","C",,false,"2022-07"
"27514","Treatment of thigh fracture","C",,false,"2022-07"
"27516","Treat thigh fx growth plate","T",210.5,false,"2022-07"
"27517","Treat thigh fx growth plate","J1",1422.51,false,"2022-07"
"27519","Treat thigh fx growth plate","C",,false,"2022-07"
"27520","Treat kneecap fracture","T",210.5,false,"2022-07"
"27524","Treat kneecap fracture","J1",6397.05,false,"2022-07"
"27530","Treat knee fracture","T",210.5,false,"2022-07"
"27532","Treat knee fracture","J1",2892.28,false,"2022-07"
"27535","Treat knee fracture","C",,false,"2022-07"
"27536","Treat knee fracture","C",,false,"2022-07"
"27538","Treat knee fracture(s)","T",210.5,false,"2022-07"
"27540","Treat knee fracture","C",,false,"2022-07"
"27550","Treat knee dislocation","T",210.5,false,"2022-07"
"27552","Treat knee dislocation","J1",1422.51,false,"2022-07"
"27556","Treat knee dislocation","C",,false,"2022-07"
"27557","Treat knee dislocation","C",,false,"2022-07"
"27558","Treat knee dislocation","C",,false,"2022-07"
"27560","Treat kneecap dislocation","T",210.5,false,"2022-07"
"27562","Treat kneecap dislocation","T",210.5,false,"2022-07"
"27566","Treat kneecap dislocation","J1",6397.05,false,"2022-07"
"27570","Fixation of knee joint","J1",1422.51,false,"2022-07"
"27580","Fusion of knee","C",,false,"2022-07"
"27590","Amputate leg at thigh","C",,false,"2022-07"
"27591","Amputate leg at thigh","C",,false,"2022-07"
"27592","Amputate leg at thigh","C",,false,"2022-07"
"27594","Amputation follow-up surgery","J1",2892.28,false,"2022-07"
"27596","Amputation follow-up surgery","C",,false,"2022-07"
"27598","Amputate lower leg at knee","C",,false,"2022-07"
"27599","Leg surgery procedure","T",210.5,false,"2022-07"
"27600","Decompression of lower leg","J1",2892.28,false,"2022-07"
"27601","Decompression of lower leg","J1",2892.28,false,"2022-07"
"27602","Decompression of lower leg","J1",2892.28,false,"2022-07"
"27603","Drain lower leg lesion","J1",2421.55,false,"2022-07"
"27604","Drain lower leg bursa","J1",2892.28,false,"2022-07"
"27605","Incision of achilles tendon","J1",1422.51,false,"2022-07"
"27606","Incision of achilles tendon","J1",2892.28,false,"2022-07"
"27607","Treat lower leg bone lesion","J1",2892.28,false,"2022-07"
"27610","Explore/treat ankle joint","J1",2892.28,false,"2022-07"
"27612","Exploration of ankle joint","J1",2892.28,false,"2022-07"
"27613","Biopsy lower leg soft tissue","J1",1436.99,false,"2022-07"
"27614","Biopsy lower leg soft tissue","J1",2421.55,false,"2022-07"
"27615","Resect leg/ankle tum < 5 cm","J1",2421.55,false,"2022-07"
"27616","Resect leg/ankle tum 5 cm/>","J1",2421.55,false,"2022-07"
"27618","Exc leg/ankle tum < 3 cm","J1",1436.99,false,"2022-07"
"27619","Exc leg/ankle tum deep <5 cm","J1",2421.55,false,"2022-07"
"27620","Explore/treat ankle joint","J1",2892.28,false,"2022-07"
"27625","Remove ankle joint lining","J1",2892.28,false,"2022-07"
"27626","Remove ankle joint lining","J1",2892.28,false,"2022-07"
"27630","Removal of tendon lesion","J1",2892.28,false,"2022-07"
"27632","Exc leg/ankle les sc 3 cm/>","J1",2421.55,false,"2022-07"
"27634","Exc leg/ankle tum dep 5 cm/>","J1",2421.55,false,"2022-07"
"27635","Remove lower leg bone lesion","J1",2892.28,false,"2022-07"
"27637","Remove/graft leg bone lesion","J1",6397.05,false,"2022-07"
"27638","Remove/graft leg bone lesion","J1",6397.05,false,"2022-07"
"27640","Partial removal of tibia","J1",2892.28,false,"2022-07"
"27641","Partial removal of fibula","J1",2892.28,false,"2022-07"
